corridorName,direction,tapInStopsName,tapOutStopsName,payCardBank,payCardSex
Dwikora - Penas Kalimalang,0.0,Lion Center,Cawang Soetoyo 2,dki,M
Lebak Bulus - Pasar Baru via Tomang,0.0,S Parman Podomoro City Arah Timur,Pasar Baru,flazz,M
Puri Beta - Kuningan (Express),0.0,Puri Beta 2,Patra Kuningan,dki,M
Terminal Rawamangun - Cipinang Muara,0.0,Nabawi Islamic School,Rukan Balai Pustaka,dki,M
Tanah Abang - Kebayoran Lama,0.0,RS Medika Permata Hijau 4,Sbr. SMPN 48,flazz,M
Harmoni - Jakarta International Stadium,0.0,Sunter Muara,Juanda,dki,F
Andara - Stasiun Universitas Pancasila,1.0,St. Universitas Pancasila,Sbr. SMAN 38,brizzi,M
Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Jln. Serdang,Perumnas Klender 2,dki,F
Harapan Baru - Pulo Gebang via Rawa Kuning,0.0,Sbr. Masjid At Taqwa Rawa Kuning,Sbr. MTsN 20 Jakarta,dki,F
Bintaro - Blok M,0.0,Pasar Kebayoran Lama,Mayestik 2,online,F
Kampung Rambutan - Pasar Rebo via Poncol,0.0,Jln. Bungur VIII Rambutan,Sbr. Gg. Nusa Indah Ciracas,emoney,M
Tanah Abang - Kebayoran Lama,1.0,RS Medika Permata Hijau 3,Jln. EE Sukabumi Selatan,bni,F
Blok M - Pasar Minggu,0.0,Transvision,Tendean 1,dki,F
Lebak Bulus - Andara,0.0,Jln. Grafika,Graha Werdatama Pondok Labu,emoney,M
Kampung Melayu - Tanah Abang via Cikini,0.0,Slamet Riyadi 1,RSIA Bunda 2,emoney,F
Puri Beta 2 - Tendean,1.0,JORR,Adam Malik,bni,M
Bulak Ringin - Kampung Rambutan,0.0,Jln. SMAN 99,Term. Kampung Rambutan,bni,F
Pinang Ranti - Kampung Rambutan,0.0,Pertigaan Rukun Setu,Term. Kampung Rambutan,online,F
Kampung Rambutan - Pasar Rebo via Poncol,0.0,Gg. H. Seman Susukan,Jln. Suci Raya Bogor,emoney,M
Ragunan - Blok M via Kemang,0.0,Sekolah Sumbangsih,Jln. Kemang 1,dki,M
Rusun Cipinang Muara - Jatinegara,1.0,Sbr. LP Cipinang,Sbr. Jln. Cipinang Jaya,flazz,F
Pasar Minggu - Tanah Abang,0.0,Jln. Taman Jatibaru Timur,Tanah Abang 2,dki,F
Pantai Maju - Kota,1.0,Al Mukhlisin,Ruko Cordoba 3,bni,F
Matraman Baru - Ancol,1.0,Budi Utomo,Pal Putih,flazz,M
Rusun Flamboyan - Cengkareng,0.0,Univ. Satyagama,Polsek Cengkareng 1,brizzi,F
Harapan Baru - Pulo Gebang via Rawa Kuning,1.0,Jln. Satria,THB Cluster Nirwana,dki,F
Rusun Marunda - Rusun Waduk Pluit,0.0,Rusun Marunda 1,Sbr. Gg. Marlina,dki,M
Cilincing - Rorotan,1.0,Masjid Jami Al Fallah,Jln. Pemadam Kebakaran Cacing,dki,M
Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,Gereja Tiberias Kelapa Gading,Jln. Kelapa Nias IV,dki,M
Bekasi Barat - Kuningan,1.0,Mega Syariah,Patra Kuningan 1,dki,F
Rusun Komarudin - Penggilingan,0.0,Walikota Jakarta Timur,Penggilingan,dki,F
Rusun Cakung Barat - Pulo Gadung,1.0,Rusun Cakung Barat Albo,Pulo Gadung,bni,F
Cibubur - Balai Kota,1.0,Wisma Nusantara,Bumiputera,emoney,M
Cibubur Junction - Blok M,1.0,Bundaran Senayan 2,Komdak 2,brizzi,F
Bulak Turi - Tanjung Priok,0.0,KBN Marunda 2,Port Medical Center,emoney,M
Harmoni - Jakarta International Stadium,0.0,Pecenongan,Harmoni Arah Utara,brizzi,M
Senen - Pulo Gadung via Kelapa Gading,1.0,Ps. Sumur Batu 1,Jln. Ultra Violet,dki,M
Rusun Rawa Bebek - Bukit Duri,1.0,Penggilingan,Rusun Rawa Bebek,online,F
Tanah Abang - Meruya,1.0,Kec. Kembangan,Jln. Palmerah Barat IV,emoney,F
Lebak Bulus - Cipulir,0.0,Sbr. Raffles Christian School,Lebak Bulus Jak Lingko,dki,F
Lebak Bulus - Petukangan,1.0,Masjid Hifdzirrahim,Lebak Bulus Jak Lingko,dki,F
Pulo Gadung - Monas,0.0,Bermis,Monas,emoney,F
Cibubur - Balai Kota,0.0,Plaza Indonesia,MH Thamrin 2,emoney,F
BSD - Jelambar,0.0,Gading Serpong 1,Tol Kb. Jeruk 2,bni,M
Kampung Rambutan - Tanjung Priok,1.0,Permai Koja Arah Utara,Tanjung Priok,brizzi,M
Terminal Tanah Merah - Pulo Gadung,0.0,Jln. Kelapa Nias IV,Sbr. SDN Pegangsaan Dua 07,dki,F
Tanjung Priok - Blok M,1.0,Petojo,Tanjung Priok,dki,F
Rusun Jatinegara Kaum - Pulo Gadung,0.0,Jln. Arus Jati,Pool PPD Kec. Pulo Gadung,dki,M
Rusun Marunda - Terminal Terpadu Pulo Gebang,1.0,Flyover Pulo Gebang 1,Jln. Inspeksi Pam,emoney,F
Kampung Melayu - Ragunan,0.0,GPIB Bukit Moria,Sbr. SMK Al Hidayah 1,dki,F
Ragunan - MH Thamrin via Semanggi,0.0,Ragunan,Gatot Subroto LIPI Arah Barat,dki,F
Rusun Kapuk Muara - Penjaringan,0.0,Rusun Kapuk Muara,Penjaringan,brizzi,F
Bekasi Barat - Kuningan,1.0,Cipta Rasuna Said,Gedung Granadi,bni,F
Cibubur - BKN,1.0,BKN,Cibubur Junction,dki,M
Ciputat - CSW,0.0,Pondok Indah 1,Auto 2000,emoney,M
Senen - Lebak Bulus,1.0,Pondok Pinang,Telkom Grapari,emoney,F
Roxy - Benhil,0.0,JPO Mandiri,PU Irigasi,dki,F
Pinang Ranti - Pulo Gadung,0.0,Sbr. Ps. Gardu,Griya Kukila Halim Perdanakusuma,emoney,F
Harapan Indah - ASMI,1.0,Ps. Cakung 1,Masjid Al Barkah 2,brizzi,F
Kampung Melayu - Pondok Kelapa,0.0,Sbr. Jln. Taman Enau,Jln. Masjid Al Ikhlas,dki,M
Kampung Rambutan - Bidara Cina,0.0,Pasar Kramat Jati,PGC 1,dki,F
Bintaro - Blok M,1.0,One Park Residences,SPBU Bintaro Pondok Betung,dki,M
Pinang Ranti - Kampung Rambutan,0.0,Jln. Swadaya I,Jln. Bambu Kuning,bni,F
Puri Kembangan - Sentraland Cengkareng,1.0,Komplek Ruko Interkota,Sbr. Mutiara Taman Palem 1,bni,M
Kampung Rambutan - Pondok Gede,1.0,Jln. Rama IX,Jln. SPG 7,flazz,M
Tanah Abang - Jembatan Lima,1.0,Simpang Kopi Bandengan Selatan,Ps. Pejagalan,dki,F
Terminal Rawamangun - Cipinang Muara,1.0,Cipinang Baru,Masjid Jami At Taqwa 3,bni,M
Kampung Rambutan - Pinang Ranti,1.0,Sbr. Jln. Man 2,Sbr. Term. Kampung Rambutan,emoney,M
Stasiun Palmerah - Bundaran Senayan,0.0,Gelora Bung Karno,Bundaran Senayan,brizzi,M
Blok M - Kota,1.0,MH Thamrin,Gelora Bung Karno,dki,M
Stasiun Tebet - Karet via Underpass,0.0,Ambassador,Kota Kasablanka,emoney,F
Pangkalan Jati - Rawamangun,1.0,SDN Jati 07,Komplek Wijaya Kusuma 1,flazz,F
Jelambar - Juanda,0.0,Petojo,Pecenongan,dki,F
Roxy - Benhil,0.0,Mall Thamrin City,Sbr. RS Dr Mintohardjo,dki,F
Dwikora - Penas Kalimalang,0.0,Ps. Mini Halim,Cawang Soetoyo 1,dki,F
Stasiun Tebet - Karet via Patra Kuningan,1.0,Telkom Tebet,Stasiun Tebet,flazz,F
Roxy - Benhil,1.0,Rusun Benhil,Jln. Taman Jatibaru Timur,dki,M
Bintaro - Blok M,1.0,Masjid Pondok Indah 2,Jln. IKPN Bintaro,bni,M
Ragunan - MH Thamrin via Kuningan,1.0,Karet Kuningan,Warung Jati,brizzi,M
Cinere - Bundaran Senayan,0.0,Menara Mandiri,Gelora Bung Karno 1,brizzi,M
Puri Beta - Pancoran Barat,0.0,Velbak,CSW 1,bni,M
Rusun Cakung Barat - Pulo Gadung,1.0,Pulo Jaya,PTC Pulo Gadung,online,M
Pinang Ranti - Pramuka,1.0,Garuda Taman Mini,Pinang Ranti,online,M
Senen - Pulo Gadung,1.0,Kel. Tanah Tinggi,Simpang Kramat Jaya Baru 2,dki,M
Pulo Gebang - Pulo Gadung 2 via PIK,1.0,Jln. Kesadaran Pool Bus 1,Jagal 2,dki,M
Tanjung Priok - Sukapura,1.0,SMK Tj. Priok 2,Taman Barito Sembar,dki,M
Bulak Ringin - Kampung Rambutan,1.0,Mushola Al Muhajirin Cibubur,Jln. H. Ali Solihin Cibubur,dki,F
Rusun Sindang Koja - Kp. Sawah,0.0,GKJ Tj. Priok,Gg. Swadaya 2 G,dki,M
Pasar Minggu - Velbak,1.0,Jln. Pakubuwono VI,Sbr. SMK 57,dki,M
Jakarta International Stadium - Senen,0.0,Jln. Dadap,Simpang Danau Sunter Barat Utara,emoney,F
Ragunan - Blok M via Kemang,0.0,Kemang Raya 40,Puskesmas Kebayoran Baru,dki,F
Poris Plawad - Bundaran Senayan,0.0,Jln. Industri 1,Senayan JCC Arah Timur,dki,M
Lenteng Agung - Aseli,0.0,Ruko Moh Kahfi II,Masjid Al Birru Warrohmah,emoney,M
Matraman Baru - Ancol,0.0,Jembatan Merah,Gunung Sahari Mangga Dua,online,M
Bintaro - Fatmawati,1.0,Carrefour Lebak Bulus,Bintaro Xchange,emoney,F
Puri Beta - Kuningan (Express),1.0,Tendean,CSW 1,emoney,M
Kampung Melayu - Pondok Kelapa,0.0,Klapa Village H. Naman,Sbr. TPU Pondok Kelapa,dki,F
Cibubur Junction - Blok M,1.0,FX Sudirman,Rest Area TMII,dki,F
Tanah Abang - Jembatan Lima,0.0,Simpang KH Hasyim Cideng Barat,Ps. Mitra,dki,M
Taman Waduk Papanggo - Kota Tua,0.0,Gg. Burung Dalam,Term. Kota Intan,online,M
Senen - Pulo Gadung via Kelapa Gading,1.0,Jln. Sumanggung 3,Jln. Summagung II Timur,dki,M
BSD Serpong - Fatmawati,0.0,Versailles,St. MRT Fatmawati,flazz,F
Senen - Blok M,1.0,Monas 2,IRTI,emoney,M
Pasar Minggu - Tanah Abang,0.0,Menara Mulia,Grand Pasar Minggu,dki,F
Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,Ruko Gading Bukit Indah,Sherwood,dki,M
Tanjung Priok - Tanah Merdeka,1.0,Sbr. Jln. Melur Tugu VI,RSUD Tugu Koja,dki,M
Ragunan - MH Thamrin via Semanggi,1.0,Departemen Pertanian,Ragunan,bni,F
Puri Kembangan - Sentraland Cengkareng,0.0,Jln. KH Hasim,Puri Kembangan,dki,F
Puri Beta - Dukuh Atas,1.0,Pancoran Barat Arah Barat,Puri Beta 2,dki,F
Kalimalang - Duren Sawit,0.0,Buaran Raya,Masjid Nururrohman Pondok Kopi,brizzi,F
Palem Semi - Bundaran Senayan,0.0,Bundaran Senayan 1,Bundaran Senayan 2,dki,M
Pulo Gadung - Monas,0.0,Gambir 1,Istiqlal,emoney,M
Dukuh Atas - Casablanca via Epicentrum Raya,1.0,Epiwalk Epicentrum,Sbr. Puskesmas Setiabudi,emoney,F
Kampung Melayu - Duren Sawit,1.0,STMT Trisakti 2,SPBU Jln. DI Panjaitan,emoney,M
Rusun Kapuk Muara - Penjaringan,0.0,Rusun Kapuk Muara,Penjaringan,dki,F
Puri Beta - Ragunan,0.0,Kebayoran Lama,Ragunan,brizzi,F
Poris Plawad - Bundaran Senayan,0.0,Palem Semi 1,Slipi Kemanggisan Arah Selatan,emoney,F
Pulo Gebang - Pulo Gadung 2 via PIK,1.0,Warung Jengkol,Gg. Aim 2,dki,M
Poris Plawad - Bundaran Senayan,0.0,Hotel Olive 1,Palem Semi 1,emoney,F
Pinang Ranti - Pluit,0.0,Pancoran Tugu Arah Barat,Penjaringan,dki,M
Tanah Abang - Jembatan Lima,1.0,Sekolah Bhineka Tunggal Ika,Simpang Tanah Abang II Cideng,online,F
Grogol - Meruya via Roxy,0.0,Sbr. Kel. Duri Kepa,Jln. Duri Tol,online,F
Blok M - Pasar Minggu,1.0,Jln. Poncol Jaya 1,Ps. Santa,emoney,F
Kampung Melayu - Pondok Kelapa,1.0,Jln. Jatinegara Timur IV,Term. Kampung Melayu 2,dki,M
Rusun Sindang Koja - Kp. Sawah,0.0,Permai Koja 2,Sbr. Ps. Pagi Raya Cilincing,emoney,M
Rusun Tambora - Pluit,0.0,Jembatan Besi,Jembatan Tiga Arah Utara,flazz,F
Ragunan - Dukuh Atas 2,1.0,Jati Padang,Ragunan,dki,M
Grogol - Meruya via Roxy,1.0,SMKN 60,Jln. Tj. Duren Utara V,bni,M
Jambore Cibubur - Pasar Rebo,1.0,Gereja Jemaat Kiwi,GOR Popki Cibubur,online,F
Kalideres - Puri Kembangan,0.0,Klinik Persada Sari,Transjakarta Pool Rawa Buaya,emoney,F
Pantai Maju - Balai Kota,1.0,SMAK Penabur Enam 2,Food Street,dki,M
Cibubur Junction - Blok M,0.0,Kejaksaan Agung,Blok M Jalur 4,dki,F
Lebak Bulus - Pasar Baru via Tomang,1.0,Pondok Indah 1,Lebak Bulus,brizzi,F
Rusun Rawa Bebek - Bukit Duri,1.0,Flyover Klender,Walikota Jakarta Timur,dki,F
Rusun Penjaringan - Penjaringan,1.0,Penjaringan,Rusun Penjaringan,brizzi,F
Puri Beta 2 - Tendean,0.0,Puri Beta 1,Swadarma,emoney,M
Ciputat - CSW,0.0,Jln. Wr Supratman,Jln. Pahlawan,dki,M
Cibubur - Kuningan,1.0,Gedung Granadi,Buperta Cibubur,dki,M
Lenteng Agung - Aseli,1.0,Sbr. Masjid Jami Asy Syakirin,Jln. Aselih,emoney,F
Kalibata - Kuningan,1.0,Masjid Al Barakah Assyafiiyah,St. Tebet 2,brizzi,M
Terminal Tanah Merah - Pulo Gadung,1.0,Simpang Gading Mas Biru Laut,Taman Jogging Kelapa Gading 1,brizzi,F
Pulo Gadung - Kota,0.0,Sbr. Jembatan Sukamulya III,Jln. Angkasa 1,dki,M
Stasiun Palmerah - Tosari,0.0,Senayan JCC Arah Timur,Karet Sudirman,brizzi,F
Kampung Melayu - Pulo Gebang via BKT,0.0,Flyover Radin Inten 1,Jln. Kel. Raya,online,M
Ciputat - CSW,0.0,Pondok Indah 2,Kejaksaan Agung,dki,M
Kebayoran Lama - Tanah Abang,1.0,St. Palmerah,Hotel Mulia,dki,M
Senen - Lebak Bulus,0.0,Pegangsaan Timur,Departemen Kesehatan,emoney,M
Kalibata - Kuningan,0.0,Sbr. Ps. Lokbin Muria,Waduk Setiabudi Jln. Gembira,emoney,F
Terminal Tanjung Priok - Ancol Barat,0.0,Sekolah Yanindo Jakarta,KPP Pratama Jakarta Pluit,brizzi,M
Kampung Melayu - Tanah Abang via Cikini,1.0,Dinas Olahraga Dan Pemuda,Term. Kampung Melayu 2,dki,F
Pantai Maju - Kota,1.0,RS PIK 2,Gold Coast,flazz,M
Kebayoran Lama - Tanah Abang,0.0,Iskandar Muda,Teuku Nyak Arief,dki,M
Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,Ruko Gading Bukit Indah,Raya Gading Bukit Indah,bni,F
Kelapa Gading - Rusun Kemayoran,1.0,SPBU Yos Sudarso,Singapore International School,bni,F
PGC 2 - Tanjung Priok,1.0,Ahmad Yani Bea Cukai,Cawang Soetoyo,dki,M
Rawamangun - Duren Sawit,1.0,Kavling Pengadilan Jln. Dermaga,Komplek Abadi 1,bni,M
Terminal Kampung Melayu - Kapin Raya,1.0,Cipinang Melayu Kalimalang,SMK Hatawana,dki,F
Cilincing - Rorotan,1.0,Sbr. Cilincing Baru Raya,Gereja Katholik Salib Suci,dki,F
Kalibata - Kuningan,0.0,Sbr. Jln. Tebet Utara III,Keselamatan,flazz,F
Semper - Rorotan,0.0,Rusun Nagrak,Sbr. SMP Nurul Falah,dki,M
Batusari - Grogol,0.0,Pemadam Tj. Duren,UKRIDA,dki,F
Universitas Indonesia - Lebak Bulus,0.0,Poins Square,St. MRT Lebak Bulus,flazz,M
Lebak Bulus - Andara,0.0,Al Izhar Pondok Labu 2,Sekolah Darussalam H. Ipin,dki,M
Meruya - Blok M,0.0,Jln. H. Rohimin Swadarma,Kartini Hospital 2,dki,F
Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,Jln. Tebet Timur Dalam VIII J,Rusun Harum Tebet,dki,M
Monas - Pantai Indah Kapuk,0.0,IRTI,Melody Golf,dki,F
Harapan Indah - ASMI,1.0,Lion Metal 2,KPP Pratama Cakung 2,emoney,F
Blok M - Kota,1.0,Bendungan Hilir,Kejaksaan Agung,dki,M
Rusun Pesakih - Kalideres,0.0,Jembatan Pesakih Semanan,Pintu 2 Jembatan Semanan Raya,dki,F
Pinang Ranti - Pluit,0.0,Slipi Petamburan Arah Utara,Pluit,dki,M
Pulo Gadung - Monas,0.0,RSPAD,Istiqlal,brizzi,M
Ciputat - Kampung Rambutan,1.0,Lebak Bulus,Jln. Sandratex 2,flazz,M
Bintara - Cipinang Indah,0.0,Al Khairiyah School,Puskesmas Duren Sawit,emoney,F
Rusun Rawa Bebek - Penggilingan,1.0,Penggilingan 1,Rusun Rawa Bebek,flazz,M
Pesanggrahan - Blok M,1.0,Jln. Palatehan,SMPN 235,emoney,F
Rusun Rawa Bebek - Kodamar,1.0,Gg. Aim 2,Pintu Masuk PIK 2,emoney,F
Taman Kota - Budi Luhur,0.0,Komplek BPPT,Sbr. Jln. Kampung Baru,dki,F
Joglo - Blok M,0.0,Iskandar Muda,Masjid Nurul Iman Joglo,emoney,F
BSD Serpong - Fatmawati,0.0,Versailles,St. MRT Fatmawati,dki,F
Rawamangun - Duren Sawit,0.0,RSUP Persahabatan,Term. Rawamangun,dki,M
Kampung Melayu - Pondok Kelapa,1.0,Sbr. Dirjen Anggaran,Simpang Jatinegara Timur IV,bni,M
Kampung Rambutan - Pondok Gede,0.0,SMPN 6 Bekasi,Jln. Rawa Segaran,dki,F
Stasiun Palmerah - Bundaran Senayan,0.0,Taman Ria,Senayan JCC Arah Timur,dki,F
Pulo Gadung - Rawa Buaya via Balai Kota,0.0,RS Islam,RS Sumber Waras,dki,F
Cibubur - Balai Kota,0.0,Benhil 3,St. Sudirman 2,emoney,F
Kalideres - Bundaran HI via Veteran,1.0,Rawa Buaya,Dispenda Samsat Barat,flazz,M
Terminal Kampung Melayu - Terminal Klender,1.0,Flyover Jatinegara 2,Jln. Cipinang Muara III,flazz,M
Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,Tebet Eco Park Selatan 5,Jln. Tebet Timur Dalam VIII J,dki,M
Tongtek - Tebet Eco Park (TEP) - Cililitan,0.0,Jln. Tebet Timur Dalam III,Pertigaan Dewi Sartika,dki,F
Kampung Melayu - Pulo Gebang via BKT,0.0,Taman Ut Aheme,Sbr. Swadaya Raya,dki,M
Stasiun Manggarai - UI,0.0,St. Lenteng Agung 1,Univ. Indonesia,brizzi,F
Kampung Rambutan - Juanda via Pasar Baru,0.0,Pasar Cempaka Putih,Monas,dki,F
Pinang Ranti - Pramuka,0.0,Garuda Taman Mini,BKN,dki,M
Tanjung Priok - Blok M,0.0,Pademangan,Tomang Mandala,dki,F
Pulo Gebang - Rorotan,0.0,Gempol Baru 2,Sbr. Komplek Sltp 200,online,F
Rusun Rawa Bebek - Kodamar,0.0,Perum Tpi 1,Pulo Mas Ruko,dki,F
Kebayoran Lama - Tanah Abang,0.0,Yayasan Muhammadiyah 2,Pospol Jati Bunder,flazz,F
Cinere - Bundaran Senayan,0.0,Gelora Bung Karno 1,Bundaran Senayan 1,emoney,M
Rusun Pesakih - Kalideres,1.0,Pertamina Kalideres Daan Mogot,Pesakih 1,dki,M
Kelapa Gading - Rusun Kemayoran,1.0,Wisma SMR,Mitra Gading Villa,flazz,M
Summarecon Bekasi - BNN,0.0,Jatibening 1,Cawang Blue Bird,flazz,F
Lebak Bulus - Cipulir,0.0,Jln. Gambas Kodam Bintaro,Jln. Cempedak Pesanggrahan,emoney,M
Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,Tebet Eco Park Selatan 2,Jln.Tebet Barat V,flazz,F
Blok M - Kota,1.0,Tosari,Bundaran Senayan,dki,M
Pangkalan Jati - Rawamangun,0.0,Pool Pangkalan Jati,Simpang Balai Pustaka Timur Waru,dki,M
Terminal Kampung Melayu - Terminal Klender,1.0,Jln. Aneka Elok 2,Simpang Lingkar Duren Sawit,emoney,M
Ragunan - Dukuh Atas 2,0.0,Kuningan Timur,Karet Kuningan,brizzi,M
Harmoni - Jakarta International Stadium,0.0,Sbr. Taman BMW,Sunter Muara,brizzi,F
Tanah Abang - Kota,0.0,Jln. Taman Sari I,Jln. Manggis Pangeran Jayakarta,dki,F
Kp. Rambutan - Taman Wiladatika,0.0,Sbr. Jln. Bumi Sutera Cibubur,Sbr. Masjid Jami Fathur Ghofur,brizzi,M
Ragunan - Dukuh Atas 2,0.0,Karet Kuningan,Latuharhary,online,M
Ragunan - Blok M via Kemang,1.0,Simpang Kemang Selatan 2,Kementerian Pertanian,brizzi,M
Rusun Cipinang Besar Selatan - Penas Kalimalang,0.0,TPU Kb. Nanas 2,STMT Trisakti 2,bni,F
Tanjung Priok - Sukapura,1.0,Gg. Bambu Sukapura,RSU Pekerja Sukapura,dki,F
Rempoa - Blok M,0.0,Mayestik 2,RS Pusat Pertamina 3,dki,F
Cilangkap - Cililitan,1.0,Jln. Dukuh II,Sbr. Jln. SMPN 160,dki,F
Rusun Sindang Koja - Kp. Sawah,0.0,Kec. Cilincing,Puskesmas Cilincing,dki,M
Harapan Indah - ASMI,1.0,KPP Pratama Cakung 2,Sbr. Ps. Ujung Menteng,bni,M
Cibubur - Balai Kota,1.0,Karet Sudirman 1,Cibubur Junction,dki,M
Cilincing - Rorotan,1.0,Jln. Nanggala Dewa Kembar,Koja Trade Mall,dki,M
Rusun Rawa Bebek - Kodamar,1.0,Gg. Sawo 2,Pintu Masuk PIK 2,online,M
Bulak Turi - Tanjung Priok,1.0,Simpang Camar 2,Sbr. Kebantenan VIII,dki,M
Tanah Abang - Stasiun Gondangdia,0.0,Masjid Cut Nyak Dien,JPO Blok G,dki,F
Matraman Baru - Ancol,1.0,Matraman 1,Tegalan,dki,M
Poris Plawad - Bundaran Senayan,0.0,Benteng Betawi,Rest Area Km 13 Merak Jakarta,online,F
Puri Beta 2 - Tendean,1.0,Adam Malik,Puri Beta 2,flazz,F
Joglo - Blok M,1.0,Puskesmas Kel. Gunung,Mayestik 2,dki,F
Stasiun Manggarai - UI,0.0,Pemadam Pos Tebet,Sbr. H. Samali,dki,F
Roxy - Benhil,0.0,Jln. Mutiara Benhil,Jln. Bendungan Jatiluhur IV,dki,M
Puri Beta - Pancoran Barat,0.0,Swadarma,Seskoal,dki,M
Tanjung Priok - Plumpang,0.0,Jln. Swasembada Timur 5,Kantor Walikota Jakut 1,emoney,F
Kalideres - Bundaran HI via Veteran,0.0,Jelambar,Petojo,dki,F
TU Gas - Bundaran Senayan,1.0,Bundaran Senayan,Dukuh Atas,bni,M
Term. Rawamangun - Term. Manggarai,1.0,Bank BRI Kayu Manis,Jln. Rawamangun Selatan 2,brizzi,F
Pulo Gadung 2 - Kuningan,1.0,Pemuda Rawamangun,Pasar Pulo Gadung,dki,M
Tanah Abang - Meruya,1.0,Kantor PJU,SDN Palmerah 09,bni,M
Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Jln. Serdang,Kasi Dikdas 1,dki,F
Kampung Melayu - Pulo Gebang via BKT,1.0,Masjid Jami Al Inayah,Buaran Plaza,emoney,M
Andara - Stasiun Universitas Pancasila,0.0,St. Lenteng Agung 1,Gg. Durian,dki,M
Terminal Rawamangun - Cipinang Muara,1.0,Sbr. Ps. Deprok 1,Gardu PLN Gotong Royong,dki,M
Kampung Rambutan - Lebak Bulus,1.0,Jln. Mujair Raya,Term. Kampung Rambutan,bni,M
Tanah Abang - Kota,0.0,PPI,Simpang Mangga Besar XI,dki,F
Kampung Melayu - Pulo Gadung,1.0,Sbr. SMPN 232,Simpang Gading Pori Raya,dki,F
Matraman Baru - Ancol,1.0,Senen Sentral,Pal Putih,dki,F
Blok M - Kota,1.0,Olimo,Blok M,emoney,M
Rusun Pondok Bambu - Walikota Jakarta Timur,0.0,Jln. H. Aman,Perumnas Klender 2,emoney,F
Cilincing - Rorotan,0.0,Kel. Marunda,Malaka 1 Gg. Veteran,flazz,F
Cililitan - Condet,0.0,Sbr. Kel. Balekambang,Midi Utama Condet Raya,flazz,F
Rusun Kapuk Muara - Penjaringan,1.0,Penjaringan,Rusun Kapuk Muara,emoney,F
Kelapa Gading - Rusun Kemayoran,1.0,Jln. Kelapa Hybrida IV,Pusat Pelayanan Warga Summarecon,dki,F
Ragunan - MH Thamrin via Kuningan,1.0,Pejaten,SMK 57,dki,M
Ciputat - CSW,0.0,Pusdiklat Kemenag 1,Komplek Mandiri Giant Express 1,emoney,F
Cinere - Bundaran Senayan,0.0,SPBU Limo Cinere,FX Sudirman,online,M
Tanjung Priok - Senen via Taman BMW,0.0,RSPAD 1,Term. Senen,brizzi,M
Pinang Ranti - Bundaran Senayan,1.0,Tegal Parang Arah Timur,Pinang Ranti,emoney,M
PGC 2 - Grogol 2,0.0,Tebet Eco Park II Arah Barat,Kuningan Barat,bni,F
Monas - Pantai Indah Kapuk,1.0,Pantai Maju,Monas 2,dki,F
Ragunan - Blok M via Kemang,1.0,Yayasan Al Kholidin,Kantor Walikota Jaksel,bni,F
Puri Beta - Kuningan (Express),1.0,Departemen Kesehatan,Puri Beta 2,brizzi,M
Pulo Gadung - Monas,0.0,Rawa Selatan,Atrium,dki,F
Kampung Melayu - Pulo Gebang via BKT,1.0,Komplek Wijaya Kusuma 1,Dinas Kebersihan Duren Sawit,dki,M
Harmoni - Jakarta International Stadium,1.0,Juanda,Jembatan Item,dki,M
Universitas Indonesia - Lebak Bulus,0.0,St. Universitas Pancasila,Jagakarsa St. Lenteng Agung,online,F
Ciputat - Kampung Rambutan,0.0,Pool PPD Ciputat,Pondok Pinang,dki,M
Term. Rawamangun - Term. Manggarai,0.0,Tip Top Rawamangun,Jln. Cipinang Timur Persahabatan,dki,M
Rusun Marunda - Tanjung Priok,1.0,Tanjung Priok,Rusun Marunda,dki,M
Kampung Rambutan - Pondok Gede,1.0,Sbr. Jln. Mandor Munding,Griya Kukila Halim Perdanakusuma,dki,M
Gondangdia - Senen,0.0,Tugu Tani 1,Atrium 1,dki,F
Bekasi Barat - Blok M,1.0,RS Mitra Keluarga 2,Summarecon Bekasi,brizzi,M
Gondangdia - Senen,0.0,Atrium 2,Wahidin 1,dki,F
Bekasi Barat - Kuningan,1.0,Cipta Rasuna Said,RS Mitra Keluarga 2,brizzi,M
Rusun Waduk Pluit - Penjaringan,1.0,RS Pluit,Sbr. Gg. Marlina,online,F
Puri Beta - Ragunan,1.0,Pejaten,Mayestik,dki,M
Cililitan - Condet via Kayu Manis,1.0,Yayasan Adi Luhur Gedong,Sbr. Masjid Al Hawi Cililitan,dki,F
Kampung Rambutan - Pasar Rebo via Poncol,1.0,Sbr. Premier Terrace,Term. Kampung Rambutan,dki,M
Cawang UKI - Lubang Buaya,1.0,Simpang Squadron,Sekolah Fatimiyah Perdana Kusuma,flazz,F
Depok - BKN,1.0,Balaikota Depok 2,Term. Depok Baru,dki,M
Gondangdia - Senen,1.0,Kel. Senen,Sekolah Penabur Gunung Sahari,bni,M
Puri Beta 2 - Tendean,0.0,Puri Beta 2,Rawa Barat,emoney,F
